u_id,name,offer_price,original_price,off_now,total_ratings,total_reviews,rating,description,item_link,created_at
TKESMAP8,HP Ryzen 3 Dual Core - (8 GB/1 TB HDD/Windows 11 Home) 255 G8 Laptop,30490,37914,19% off,142,12,4,"['AMD Ryzen 3 Dual Core Processor', '8 GB DDR4 RAM', 'Windows 11 Operating System', '1 TB HDD', '39.62 cm (15.6 inch) Display', '1 YEAR']",https://www.flipkart.com/hp-ryzen-3-dual-core-8-gb-1-tb-hdd-windows-11-home-255-g8-laptop/p/itmf331437e14cac?pid=COMGCG5PKRXAMBZ8&lid=LSTCOMGCG5PKRXAMBZ8F5ZLH4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_554&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMGCG5PKRXAMBZ8.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:35.118164+05:30
NJLQL7UZ,ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX TUF Dash F1...,100139,135000,25% off,0,0,0,"['Intel Core i5 Processor (12th Gen)', '16 GB DDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Warranty']",https://www.flipkart.com/asus-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-tuf-dash-f15-fx517zc-fx517zc-hn083ws-gaming-laptop/p/itm446596c3539b8?pid=COMGGF75HQ9P2SHK&lid=LSTCOMGGF75HQ9P2SHKUT4LFQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_557&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMGGF75HQ9P2SHK.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:36.344183+05:30
IQCEBCRX,ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,179990,215990,16% off,0,0,0,"['Intel Core i9 Processor (12th Gen)', '16 GB LPDDR5 RAM', '64 bit Windows 11 Operating System', '1 TB SSD', '34.04 cm (13.4 Inch) Touchscreen Display', '1 Year Onsite Warranty']",https://www.flipkart.com/asus-rog-flow-z13-2022-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-120-hz-gz301ze-ld064ws-gaming-laptop/p/itm31d9ae53c4492?pid=COMGFYQZGYPZNPGS&lid=LSTCOMGFYQZGYPZNPGSF4XGMY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_558&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMGFYQZGYPZNPGS.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:36.882182+05:30
M2PBKPSL,ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 ...,331990,395990,16% off,0,0,0,"['Intel Core i9 Processor (12th Gen)', '32 GB DDR5 RAM', '64 bit Windows 11 Operating System', '2 TB SSD', '40.64 cm (16 Inch) Display', '1 Year Onsite Warranty']",https://www.flipkart.com/asus-rog-zephyrus-m16-2022-90whr-battery-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-165-hz-gu603zx-k8024ws-gaming-laptop/p/itm9fb0907a7167a?pid=COMGCRV6RZ4TEEDK&lid=LSTCOMGCRV6RZ4TEEDKHMHFSF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_559&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMGCRV6RZ4TEEDK.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:37.249177+05:30
N2PRHWQG,ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C523NA-A20303 Chrom...,21999,30990,29% off,784,135,4,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4 RAM', 'Chrome Operating System', '39.62 cm (15.6 inch) Touchscreen Display', '1 Year Onsite Warranty']",https://www.flipkart.com/asus-chromebook-flip-touch-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c523na-a20303/p/itm084aa0e5ae2b6?pid=COMG49CZ8SVW7TWD&lid=LSTCOMG49CZ8SVW7TWDMKMYIO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_561&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMG49CZ8SVW7TWD.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:38.042870+05:30
3XXX4JO5,HP HP Envy Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) 13-ba1505TX Thi...,90900,118776,23% off,8,1,4.5,"['Intel Core i7 Processor (11th Gen)', '16 GB DDR4 RAM', '64 bit Windows 10 Operating System', '1 TB SSD', '33.78 cm (13.3 inch) Display', 'Microsoft Office 2019 Home & Student, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart', '1 Year Onsite Warranty']",https://www.flipkart.com/hp-envy-intel-evo-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-2-gb-graphics-13-ba1505tx-thin-light-laptop/p/itm1171002324f12?pid=COMG5U2BJZX29PJQ&lid=LSTCOMG5U2BJZX29PJQKKPLVX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_565&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMG5U2BJZX29PJQ.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:40.216170+05:30
G5YH2LIT,HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Lap...,54990,62173,11% off,24,4,3.8,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']",https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-14-ec1003au-thin-light-laptop/p/itm1a257206fe320?pid=COMGCGSTVVGKQTVA&lid=LSTCOMGCGSTVVGKQTVAJVF572&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_567&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMGCGSTVVGKQTVA.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:41.149169+05:30
FA5EBUQN,Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Ideapad 3 15IML05 T...,40200,49999,19% off,50,1,3.8,"['Intel Core i3 Processor (10th Gen)', '4 GB DDR4 RAM', '64 bit Windows 10 Operating System', '256 GB SSD', '39.62 cm (15.6 Inch) Display', 'Microsoft Office Home and Student 2019', '1 Year Onsite Warranty']",https://www.flipkart.com/lenovo-ideapad-slim-3i-2021-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-3-15iml05-thin-light-laptop/p/itm736c77c8d2ad1?pid=COMG54ZH8A3KHCQP&lid=LSTCOMG54ZH8A3KHCQPBGSKIZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_570&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMG54ZH8A3KHCQP.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:42.375171+05:30
2BKE0SWT,HP Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-V123TU Thin and Light Laptop,64500,113737,43% off,6,3,4.3,"['Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)', 'Intel Core i5 Processor (7th Gen)', '8 GB DDR3 RAM', '64 bit Windows 10 Operating System', '256 GB SSD', '33.78 cm (13.3 inch) Display', '1 Year Onsite Warranty']",https://www.flipkart.com/hp-core-i5-7th-gen-8-gb-256-gb-ssd-windows-10-home-13-v123tu-thin-light-laptop/p/itmf3s3fqffgdvak?pid=COMEPAXPNRMMTAYB&lid=LSTCOMEPAXPNRMMTAYBOE40K9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_571&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMEPAXPNRMMTAYB.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:42.807169+05:30
878O5TNO,ASUS VivoBook 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-BR381T Thin and Light Lapto...,29990,40990,26% off,4488,525,3.7,"['Intel Core i3 Processor (10th Gen)', '4 GB DDR4 RAM', '64 bit Windows 10 Operating System', '1 TB HDD', '39.62 cm (15.6 inch) Display', 'Splendid, Tru2Life, My Asus', '1 Year Onsite Warranty']",https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-x515ja-br381t-thin-light-laptop/p/itm8ebb345c4d71f?pid=COMFZ53STVAJWE8K&lid=LSTCOMFZ53STVAJWE8KMPRPT5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_573&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMFZ53STVAJWE8K.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:43.659169+05:30
1DXYG7B5,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,233990,233990,0,0,0,0,"['Intel Core i7 Processor (10th Gen)', '16 GB LPDDR3 RAM', '64 bit Windows 10 Operating System', '2 TB SSD', '35.56 cm (14 inch) Display', '3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase']",https://www.flipkart.com/asus-expertbook-b9-core-i7-10th-gen-16-gb-2-tb-ssd-windows-10-pro-b9450fa-thin-light-laptop/p/itm1da9a97f3c83c?pid=COMFVKZGWQT3E223&lid=LSTCOMFVKZGWQT3E223KBMSWB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_24_575&otracker=search&otracker1=search&fm=organic&iid=9a8b1edc-3898-4f27-a702-90b28736cdbc.COMFVKZGWQT3E223.SEARCH&ppt=None&ppn=None&ssid=o2ub3pp62o0000001664644801924&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:44.485169+05:30
NZ7E3EVE,acer Aspire 3 Athlon Dual Core 3020e - (8 GB/256 GB SSD/Windows 11 Home) A314-22 Notebook,29990,36999,18% off,27,0,4.1,"['AMD Athlon Dual Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '35.56 cm (14 inch) Display', '1 Year International Travelers Warranty (ITW)']",https://www.flipkart.com/acer-aspire-3-athlon-dual-core-3020e-8-gb-256-gb-ssd-windows-11-home-a314-22-notebook/p/itm36ccbc523f41e?pid=COMGF33NF5FBAYJZ&lid=LSTCOMGF33NF5FBAYJZZVOPO0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_577&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGF33NF5FBAYJZ.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:46.130171+05:30
2M40UR7T,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,134990,149990,10% off,57,8,4.5,"['Intel Core i7 Processor (11th Gen)', '16 GB DDR4 RAM', '64 bit Windows 10 Operating System', '1 TB SSD', '39.62 cm (15.6 inches) Display', 'Acer Care Center, Acer Product Registration, Planet 9, Predator Sense', '1 Year International Travelers Warranty (ITW)']",https://www.flipkart.com/acer-predator-helios-300-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-ph315-54-78cp-ph315-54-gaming-laptop/p/itm8160aa59c1a94?pid=COMG5KXYKZBETMAE&lid=LSTCOMG5KXYKZBETMAEJL5AKC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_578&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMG5KXYKZBETMAE.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:46.526170+05:30
F8085V9X,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m1...,269290,293080,8% off,5,2,4,"['NVIDIA GeForce RTX 2070', '15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits', 'Alienware Cryo-tech thermal technology to keep the system cool and running at highest performance', 'Tobii-eye tracking to track head pose, presence, fine gaze and eye position', 'In-built Alienware Command center software with enhanced control over system settings', 'Intel Core i7 Processor (10th Gen)', '16 GB DDR4 RAM', '64 bit Windows 10 Operating System', '1 TB SSD', '39.62 cm (15.6 inch) Display', 'Microsoft Office Home and Student 2019', '1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail']",https://www.flipkart.com/alienware-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2070-m15r3-gaming-laptop/p/itma2edefedebbd9?pid=COMFTC4YDDK9K8KE&lid=LSTCOMFTC4YDDK9K8KEHT5T0D&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_579&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMFTC4YDDK9K8KE.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:46.981171+05:30
IF6MV75T,acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,99500,119999,17% off,0,0,0,"['Intel Core i5 Processor (8th Gen)', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Acer Collection, Quick Access, Acer Product Registration', '1 Year International Travelers Warranty (ITW)']",https://www.flipkart.com/acer-conceptd-5-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-cn515-51-thin-light-laptop/p/itm486d20a0cbf99?pid=COMFNACXBRGGR8YC&lid=LSTCOMFNACXBRGGR8YCAOEMIS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_581&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMFNACXBRGGR8YC.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:47.871169+05:30
BBY132XK,MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,130990,145990,10% off,740,107,4.5,"['15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)', 'Intel Core i7 Processor (10th Gen)', '16 GB DDR4 RAM', '64 bit Windows 10 Operating System', '1 TB HDD|256 GB SSD', '39.62 cm (15.6 inch) Display', 'SHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker', '2 Year Warranty Term for Gaming']",https://www.flipkart.com/msi-gp65-leopard-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-2060-144-hz-10sek-830in-gaming-laptop/p/itm34d2dc3928e2b?pid=COMGFYZ3AYJAZANF&lid=LSTCOMGFYZ3AYJAZANFHXCW0V&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_582&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGFYZ3AYJAZANF.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:48.333169+05:30
7KIQDO86,DELL Inspiron Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Thin and Light Lapto...,36300,43000,15% off,3,0,4.7,"['Intel Pentium Quad Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '39.62 cm (15.6 inch) Display', 'Office Home and Student 2021', '1 Year Onsite Warranty']",https://www.flipkart.com/dell-inspiron-pentium-quad-core-8-gb-256-gb-ssd-windows-11-home-3521-thin-light-laptop/p/itm991ecdff0ad82?pid=COMGDD8QRAHJ2ZTP&lid=LSTCOMGDD8QRAHJ2ZTP1WFCFC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_583&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGDD8QRAHJ2ZTP.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:48.872171+05:30
DE6LRQPJ,Avita Pura E - Comet Lake i3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) NS14A6INT441N-SWC Th...,29990,47990,37% off,0,0,0,"['Intel Core i3 Processor (10th Gen)', '4 GB DDR4 RAM', '64 bit Windows 10 Operating System', '256 GB SSD', '35.56 cm (14 inch) Display', '2 Year Onsite Warranty']",https://www.flipkart.com/avita-pura-e-comet-lake-i3-core-10th-gen-4-gb-256-gb-ssd-windows-10-home-ns14a6int441n-swc-thin-light-laptop/p/itm371f3679c6074?pid=COMGE75CTZYFVSYD&lid=LSTCOMGE75CTZYFVSYDQEQLC5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_585&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGE75CTZYFVSYD.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:49.706169+05:30
TJRGTEST,ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,299990,344990,13% off,4,1,3.8,"['Intel Core i9 Processor (12th Gen)', '32 GB DDR5 RAM', '64 bit Windows 11 Operating System', '2 TB SSD', '39.62 cm (15.6 inch) Display', 'Office Home and Student', '1 Year Onsite Warranty']",https://www.flipkart.com/asus-rog-strix-scar-15-2022-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3070-ti-240-hz-g533zw-ln106ws-gaming-laptop/p/itm9186d5ad463d1?pid=COMGCYCF5GRF3ZER&lid=LSTCOMGCYCF5GRF3ZER3UVSUT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_586&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGCYCF5GRF3ZER.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:50.110169+05:30
EQEILVMY,Avita Pura E - Comet Lake i3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) NS14A6INT441N-MBD La...,29990,47990,37% off,0,0,0,"['Intel Core i3 Processor (10th Gen)', '4 GB DDR4 RAM', '64 bit Windows 10 Operating System', '256 GB SSD', '35.56 cm (14 Inch) Display', '2 Years Onsite Warranty']",https://www.flipkart.com/avita-pura-e-comet-lake-i3-core-10th-gen-4-gb-256-gb-ssd-windows-10-home-ns14a6int441n-mbd-laptop/p/itm47cd76cfd75f7?pid=COMGE75C3RFKWSPC&lid=LSTCOMGE75C3RFKWSPCFTDHXD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_587&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGE75C3RFKWSPC.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:50.539171+05:30
26OIZDA0,DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,59990,80684,25% off,235,30,4.3,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '512 GB SSD', '35.56 cm (14 inches) Touchscreen Display', '1 Year Onsite Warranty']",https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-5410-2-1-laptop/p/itm4552b9f8bc21c?pid=COMG2GXQ3HE3QZDC&lid=LSTCOMG2GXQ3HE3QZDC1VXASP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_589&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMG2GXQ3HE3QZDC.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:51.366170+05:30
9QETV5EK,Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop,142990,223890,36% off,2,1,2.5,"['Intel Core i7 Processor (10th Gen)', '16 GB LPDDR4X RAM', '64 bit Windows 10 Operating System', '1 TB SSD', '35.56 cm (14 inch) Display', '3 Years Warranty + 1 Year Premium Care + 1 Year ADP']",https://www.flipkart.com/lenovo-yoga-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-s940-14iil-thin-light-laptop/p/itm1bfe27dc8132c?pid=COMFVW9TKWBN3ZB8&lid=LSTCOMFVW9TKWBN3ZB8BJY4JS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_590&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMFVW9TKWBN3ZB8.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:51.767170+05:30
M2YHYJXE,HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Laptop,62690,75799,17% off,30,6,3.9,"['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Microsoft Office Home & Student 2021', '1 Year Onsite Warranty']",https://www.flipkart.com/hp-pavilion-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15-eg2009tu-thin-light-laptop/p/itmd80e24767d4c5?pid=COMGCRYGGMZFNSPZ&lid=LSTCOMGCRYGGMZFNSPZVTN1TD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_591&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGCRYGGMZFNSPZ.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:52.175170+05:30
5XHVMO21,ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,177900,213990,16% off,0,0,0,"['AMD Ryzen 7 Octa Core Processor', '32 GB LPDDR5 RAM', '64 bit Windows 11 Operating System', '1 TB SSD', '34.04 cm (13.4 Inch) Touchscreen Display', '1 Year Onsite Warranty']",https://www.flipkart.com/asus-rog-flow-x13-ryzen-7-octa-core-6800hs-32-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-gv301re-li201ws-2-1-gaming-laptop/p/itm04c83e49cfc09?pid=COMGFWCYHM7Y7EJS&lid=LSTCOMGFWCYHM7Y7EJSK97BID&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_593&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGFWCYHM7Y7EJS.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:52.965170+05:30
L8CB0DI5,MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,259990,279990,7% off,0,0,0,"['Intel Core i7 Processor (12th Gen)', '16 GB DDR5 RAM', '64 bit Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 inch) Display', '2 Year On-Site Warranty']",https://www.flipkart.com/msi-raider-ge66-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-144-hz-12ugs-096in-gaming-laptop/p/itma9cc4f764c592?pid=COMGAE6BUHSSQAGF&lid=LSTCOMGAE6BUHSSQAGFR1N8AR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_594&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMGAE6BUHSSQAGF.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:53.378169+05:30
VF4GFIPV,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Lapt...,45190,56573,20% off,310,29,4,"['AMD Ryzen 5 Quad Core Processor', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '256 GB SSD', '39.62 cm (15.6 inch) Display', 'Office Home and Student 2019 included', '1 Year Onsite Warranty']",https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-10-3515-thin-light-laptop/p/itm257ad565516fb?pid=COMG6D9UFZJMFGHK&lid=LSTCOMG6D9UFZJMFGHKGOF8B6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_25_595&otracker=search&otracker1=search&fm=organic&iid=29248541-6274-4116-97b9-f93b45bb4541.COMG6D9UFZJMFGHK.SEARCH&ppt=None&ppn=None&ssid=lvwrfmtf9s0000001664644813373&qH=c06ea84a1e3dc3c6,2022-10-01 22:49:53.859170+05:30
